model,decoding_group,category_a,category_b,is_diagonal,n_runs,support_mean,support_total,joint_prevalence_mean,joint_prevalence_sd,prevalence_a_mean,prevalence_b_mean
Gemma 4 4B,Stochastic,Behavioral,Behavioral,True,3,48.333333333333336,145,0.25305410122164046,0.042318867898716014,0.25305410122164046,0.25305410122164046
Gemma 4 4B,Stochastic,Behavioral,ClaimComparison,False,3,8.666666666666666,26,0.045375218150087264,0.007997514301842654,0.25305410122164046,0.09947643979057592
Gemma 4 4B,Stochastic,Behavioral,Mechanical,False,3,1.3333333333333333,4,0.006980802792321117,0.0030227762784797163,0.25305410122164046,0.07329842931937174
Gemma 4 4B,Stochastic,Behavioral,Payoff,False,3,33.666666666666664,101,0.17626527050610818,0.021159433949358007,0.25305410122164046,0.6335078534031414
Gemma 4 4B,Stochastic,Behavioral,SocialJudgment,False,3,27.666666666666668,83,0.14485165794066318,0.03366021208025464,0.25305410122164046,0.5113438045375219
Gemma 4 4B,Stochastic,Behavioral,Testimony,False,3,32.666666666666664,98,0.17102966841186737,0.007997514301842645,0.25305410122164046,0.5759162303664921
Gemma 4 4B,Stochastic,Behavioral,Uncertainty,False,3,24.666666666666668,74,0.12914485165794065,0.015113881392398573,0.25305410122164046,0.5741710296684118
Gemma 4 4B,Stochastic,ClaimComparison,Behavioral,False,3,8.666666666666666,26,0.045375218150087264,0.007997514301842654,0.09947643979057592,0.25305410122164046
Gemma 4 4B,Stochastic,ClaimComparison,ClaimComparison,True,3,19.0,57,0.09947643979057592,0.027704202210100427,0.09947643979057592,0.09947643979057592
Gemma 4 4B,Stochastic,ClaimComparison,Mechanical,False,3,1.6666666666666667,5,0.008726003490401396,0.006045552556959431,0.09947643979057592,0.07329842931937174
Gemma 4 4B,Stochastic,ClaimComparison,Payoff,False,3,15.0,45,0.07853403141361257,0.027204986506317447,0.09947643979057592,0.6335078534031414
Gemma 4 4B,Stochastic,ClaimComparison,SocialJudgment,False,3,7.666666666666667,23,0.04013961605584642,0.024742490189804234,0.09947643979057592,0.5113438045375219
Gemma 4 4B,Stochastic,ClaimComparison,Testimony,False,3,18.666666666666668,56,0.09773123909249563,0.030677828675823644,0.09947643979057592,0.5759162303664921
Gemma 4 4B,Stochastic,ClaimComparison,Uncertainty,False,3,6.666666666666667,20,0.034904013961605584,0.007997514301842654,0.09947643979057592,0.5741710296684118
Gemma 4 4B,Stochastic,Mechanical,Behavioral,False,3,1.3333333333333333,4,0.006980802792321117,0.0030227762784797163,0.07329842931937174,0.25305410122164046
Gemma 4 4B,Stochastic,Mechanical,ClaimComparison,False,3,1.6666666666666667,5,0.008726003490401396,0.006045552556959431,0.07329842931937174,0.09947643979057592
Gemma 4 4B,Stochastic,Mechanical,Mechanical,True,3,14.0,42,0.07329842931937174,0.020942408376963352,0.07329842931937174,0.07329842931937174
Gemma 4 4B,Stochastic,Mechanical,Payoff,False,3,10.666666666666666,32,0.055846422338568937,0.01209110511391886,0.07329842931937174,0.6335078534031414
Gemma 4 4B,Stochastic,Mechanical,SocialJudgment,False,3,4.333333333333333,13,0.022687609075043632,0.007997514301842652,0.07329842931937174,0.5113438045375219
Gemma 4 4B,Stochastic,Mechanical,Testimony,False,3,9.333333333333334,28,0.04886561954624782,0.01511388139239858,0.07329842931937174,0.5759162303664921
Gemma 4 4B,Stochastic,Mechanical,Uncertainty,False,3,6.333333333333333,19,0.0331588132635253,0.007997514301842654,0.07329842931937174,0.5741710296684118
Gemma 4 4B,Stochastic,Payoff,Behavioral,False,3,33.666666666666664,101,0.17626527050610818,0.021159433949358007,0.6335078534031414,0.25305410122164046
Gemma 4 4B,Stochastic,Payoff,ClaimComparison,False,3,15.0,45,0.07853403141361257,0.027204986506317447,0.6335078534031414,0.09947643979057592
Gemma 4 4B,Stochastic,Payoff,Mechanical,False,3,10.666666666666666,32,0.055846422338568937,0.01209110511391886,0.6335078534031414,0.07329842931937174
Gemma 4 4B,Stochastic,Payoff,Payoff,True,3,121.0,363,0.6335078534031414,0.029150598758272365,0.6335078534031414,0.6335078534031414
Gemma 4 4B,Stochastic,Payoff,SocialJudgment,False,3,75.0,225,0.39267015706806285,0.018877231808711974,0.6335078534031414,0.5113438045375219
Gemma 4 4B,Stochastic,Payoff,Testimony,False,3,89.33333333333333,268,0.4677137870855148,0.029770893733389148,0.6335078534031414,0.5759162303664921
Gemma 4 4B,Stochastic,Payoff,Uncertainty,False,3,49.333333333333336,148,0.2582897033158813,0.012091105113918877,0.6335078534031414,0.5741710296684118
Gemma 4 4B,Stochastic,SocialJudgment,Behavioral,False,3,27.666666666666668,83,0.14485165794066318,0.03366021208025464,0.5113438045375219,0.25305410122164046
Gemma 4 4B,Stochastic,SocialJudgment,ClaimComparison,False,3,7.666666666666667,23,0.04013961605584642,0.024742490189804234,0.5113438045375219,0.09947643979057592
Gemma 4 4B,Stochastic,SocialJudgment,Mechanical,False,3,4.333333333333333,13,0.022687609075043632,0.007997514301842652,0.5113438045375219,0.07329842931937174
Gemma 4 4B,Stochastic,SocialJudgment,Payoff,False,3,75.0,225,0.39267015706806285,0.018877231808711974,0.5113438045375219,0.6335078534031414
Gemma 4 4B,Stochastic,SocialJudgment,SocialJudgment,True,3,97.66666666666667,293,0.5113438045375219,0.006045552556959439,0.5113438045375219,0.5113438045375219
Gemma 4 4B,Stochastic,SocialJudgment,Testimony,False,3,62.0,186,0.32460732984293195,0.010471204188481686,0.5113438045375219,0.5759162303664921
Gemma 4 4B,Stochastic,SocialJudgment,Uncertainty,False,3,44.0,132,0.23036649214659688,0.01887723180871199,0.5113438045375219,0.5741710296684118
Gemma 4 4B,Stochastic,Testimony,Behavioral,False,3,32.666666666666664,98,0.17102966841186737,0.007997514301842645,0.5759162303664921,0.25305410122164046
Gemma 4 4B,Stochastic,Testimony,ClaimComparison,False,3,18.666666666666668,56,0.09773123909249563,0.030677828675823644,0.5759162303664921,0.09947643979057592
Gemma 4 4B,Stochastic,Testimony,Mechanical,False,3,9.333333333333334,28,0.04886561954624782,0.01511388139239858,0.5759162303664921,0.07329842931937174
Gemma 4 4B,Stochastic,Testimony,Payoff,False,3,89.33333333333333,268,0.4677137870855148,0.029770893733389148,0.5759162303664921,0.6335078534031414
Gemma 4 4B,Stochastic,Testimony,SocialJudgment,False,3,62.0,186,0.32460732984293195,0.010471204188481686,0.5759162303664921,0.5113438045375219
Gemma 4 4B,Stochastic,Testimony,Testimony,True,3,110.0,330,0.5759162303664921,0.020942408376963317,0.5759162303664921,0.5759162303664921
Gemma 4 4B,Stochastic,Testimony,Uncertainty,False,3,43.666666666666664,131,0.2286212914485166,0.034860356641253365,0.5759162303664921,0.5741710296684118
Gemma 4 4B,Stochastic,Uncertainty,Behavioral,False,3,24.666666666666668,74,0.12914485165794065,0.015113881392398573,0.5741710296684118,0.25305410122164046
Gemma 4 4B,Stochastic,Uncertainty,ClaimComparison,False,3,6.666666666666667,20,0.034904013961605584,0.007997514301842654,0.5741710296684118,0.09947643979057592
Gemma 4 4B,Stochastic,Uncertainty,Mechanical,False,3,6.333333333333333,19,0.0331588132635253,0.007997514301842654,0.5741710296684118,0.07329842931937174
Gemma 4 4B,Stochastic,Uncertainty,Payoff,False,3,49.333333333333336,148,0.2582897033158813,0.012091105113918877,0.5741710296684118,0.6335078534031414
